3966	0	a	Na rozměry vcelku prostorná
37456	1	a	
41073	1	a	
27804	0	a	
12507	0	a	
46197	1	a	Tichý chod včetně ždímání, jednoduché ovládání, velká dvířka
23397	0	a	
54835	1	a	Jsem spokojen, výrobek naplnil moje očekávání
16512	0	a	"Sušší dobře, musim ještě vychytat programy.
 Vše se dá nastavit jak chcete, napr.program, který pere půlku normální doby při stejné kvalitě vyprani.
 Můžete použít jak tekutý tak sypký prášek, nastavitelná odměrka pro tekutý.
 Program na čištění bubnu"
27721	0	a	
65482	1	a	Jednoduchá elegance bez zbytečností
424	0	a	"Vysaje a vytře v jednom kroku.
 Na podlahy dostačující sací výkon.
 Stačí postavit do rohu/stojí sám.
 Nádržka na vodu krásně vystačí na velký byt"
6043	0	a	
63355	1	a	Jednoduché vyprázdnění nádobky na nečistoty
41946	1	a	
45193	1	a	Používám teprve 14 dnů a zatím jsem spokojená
47239	1	a	
42498	1	a	
36829	1	a	
36466	1	a	
24113	0	a	
4421	0	a	Mixovaný obsah nestříká okolo
14340	0	a	
42651	1	a	
45785	1	a	
31936	0	a	Prakticky nastavec 3v1 porad po ruce
25931	0	a	"Velikost naprosto vyhovující pro rodinu.
 Mrazák šuplíkový způsob, umístění dole a prostor dostačující"
35644	1	a	
20425	0	a	
4253	0	a	Přehledné a jednoduché nastavení a ovládání. snadná obsluha. přehledný displej. malé rozměry
3820	0	a	
4095	0	a	
15886	0	a	
2328	0	a	
46919	1	a	
2543	0	a	
63226	1	a	
11312	0	a	
41171	1	a	
20170	0	a	
11255	0	a	
59699	1	a	Výborný tah a mnoho příslušenství
39026	1	a	
47682	1	a	
54201	1	a	Kvalita přípravy kávy, možnosti nastavení, možnost použít jak zrnkovou, tak i mletou kávu
35120	1	a	"Láhve se dají dát do myčky.
 Kvalitní a ostré nože"
58432	1	a	
8857	0	a	
26852	0	a	
64256	1	a	Jednoduchá obsluha, výborný vzhled, výborná kávička
49124	1	a	
53028	1	a	
13076	0	a	
39766	1	a	
58853	1	a	
39038	1	a	Již jsem tento produkt měla. vzhledem k výkonu je za velmi dobrou cenu
15651	0	a	
27580	0	a	
