1042	0	a	Dobrá cena i výrobek.
603	0	a	Skvěle se s ním manipuluje.
3834	1	a	Nevhodné pro domy se schodišti.
1070	0	a	Může se používat se sáčkem i bez.
1463	0	a	Oproti jinému typu od firmy zelmer se tento nepřepěňuje.
1908	0	a	Dobrý poměr cena/výkon, plynulá regulace.
2299	0	a	Kvalitní výrobek pro kutily i profesionály.
2286	0	a	Spotřebič jsem vyzkoušel na velkých plochách koberců a jsem spokojen.
1865	0	a	Hubice na tvrdé podlahy je součástí.
1723	0	a	Perfektní na psí chlupy.
3274	1	a	Je dost hlučný. taky nemá 'zasouvací' kabel, ale to je jen o zvyku. trošku nepraktické vysypání a čištění filtru.
1899	0	a	Dobrá cena, bohaté příslušenství ,velmi tichý chod  při nižších otáčkách.
2467	1	a	Koberce saje tak silně, že musím ubírat na regulaci, abych mohl pohybovat hubicí.
50	0	a	Vysoký výkon, snadná manipulace,.
2456	1	a	Turbokartáč se obtížně používá na kobercích.
1016	0	a	Snadná manipulace dostač. výkon.
2357	0	a	Vysál celou dílnu, garáž a auto.
1645	0	a	Dostačující na vysávání aut.
4324	1	a	Krátka tyč u vysavače a kabel taky krátký.
4354	1	a	Obal na odpad je celkem nepraktické čistit.
3379	1	a	Musí se stejným tahem dopředu i zpět a poté teprve začít další tah abyste nevytírali nepovysávanou zem.
1921	0	a	Vícero možností upevnění stojánku.
376	0	a	Byl mě doporučen kamaradem.
1854	0	a	Skvěle vysává koberec s vysokým vlasem.
1621	0	a	Silný tah - vhodný na úklid po obědě dětí, dokáže vysát např. vařenou rýži nalepenou na koberec.
3011	1	a	Vychvalované univerzální sáčky unibag nemají hygienický uzávěr, či zpětnou klapku. jakákoliv manipulace, při které dojde ke zmáčknutí sáčku vede k vyfouknutí prachu ze sáčku.
4350	1	a	Nesaje vůbec, koberec vůbec nebere podlahu tak nějak polovicne no nedoporucila bych to.
4711	1	a	Sice je trochu hlučnější,ale tu chvíli co pracuje každý snese.
2298	0	a	Zdá se, že jde o kvalitní výrobek.
4479	1	a	Vysavač nenasaje drobná zrnka písku z podlahy.
750	0	a	Dobrá cena    jednoduchá obsluha    skvělá funkčnost.
2710	1	a	Pusobi dost lacinym a forovym dojmem.
4151	1	a	Pohyblivá ( nepevná) rukojeť.
