2213	1	a	Materiál nádoby na prach - mohl být ze silnějšího materiálu, zdá se, že nevydrží častou manipulaci, mám obavu, že při menším nárazu při vysypávání praskne. Při vysávání koberců se musí vyvinout značná síla, aby šlo vysavačem vůbec pohybovat
946	0	a	Systainer kompatibilní s ostatními pro nářadí festool, možnost spojení s ostatními krabicemi, snažší přenášení i díky popruhu
2624	1	a	Bez regulace výkonu motoru
2781	1	a	Prehledla jsem,ze nema moznost regulace vykonu,coz mi schazi
2071	1	a	Po roce se uvolnil šroubek, který spojuje hlavici a tělo vysavače. Je zarážející, že oba díly vysavače drží pohromadě jen díky tak malému šroubku, přičemž na něm spočívá celá vertikální hmota. Přesto jsme ho doporučili mamince
2107	1	a	Malá nádoba na necistoty
3504	1	a	Nižší sací výkon, který ale částečně redukuje rotační kartáč, dlouhá doba nabíjení
845	0	a	Dobré příslušenství a velký akční rádius (dosah od zásuvky)
832	0	a	Vysavač je dobře skladný všude se vejde
3054	1	a	Ještě o trošičku lepší sací výkon
3217	1	a	V této cenové relaci mohly být dodávány už i kovové trubky ne plastové
1978	1	a	Při přejíždění vyšší překážky trochu vratký. Kratší připojovací šňůra (4 m)
2094	1	a	Relativně o něco kratší hadice od vysavače k rukojeti. Nemá druhé madlo pro přizvednutí ve vodorovné poloze
2681	1	a	Jen jeden sáček je málo
2376	1	a	Relativně vysoká cena prachových sáčků i doplňkového příslušenství v aftermarketu
3297	1	a	Šňůra u ručního vysavače vedena skrz tělo
1948	1	a	Mohla by být delší výdrž výdrž baterie při vysávání
668	0	a	V rámci kategorie (ruční vysavač) má vysoký  sací výkon, dobrou výdrž baterie a rychlé nabíjení. estetický vzhled vynikající
2571	1	a	Ani nevím, snad netradiční provedení nabíjecí zdířky
657	0	a	Stále čistá nádržka, není potřeba sáčků, příjemné držení, netahám lux za sebou, jenom mě malinko překáží kartáček, který je pod madlem umístěn. je zde otvor na zavěšení , luxuji bez kabelu. Výkon samotného luxu pro vysávání bez turbo kartáče, není tak silný, udělala bych dva výkonostně silné stupně. výkon s turbo kartáčem, je dostačující, vysaje chlupy po pejskovi i kočičce
3270	1	a	Ještě by se hodil rotační kartáč
2375	1	a	Nejde postavit jinak než na kolečka
3348	1	a	Nelehko se manipuluje se závěrem hadice do vysavače
303	0	a	Silný výkon, při nižším stupni téměř nehlučný
1391	0	a	Malý a relativně tichý vysavač (mnohem tišší než jeho předchůdce stejné značky - dyson dc 08). Výborné odstranění všech nečistot. Sběrná nádoba na odpad má dostačující kapacitu na jedno vysátí bytu 3+1+lodžie
2907	1	a	Mohl by vydržet déle, rychle se vybíjí, což je ale u těchto vysavačů normální
3074	1	a	Musí se držet síťový vypínač
1163	0	a	Důvodem pro koupi bylo, že se dá vysávat do vody, není potřeba shánět pytlíky. Přesvědčily mě dobré recenze na výrobek
2400	1	a	Na údržbu dost složitý
935	0	a	Velmi dobrý výkon zametá i chlupy po domácích mazlíčcích,masivní konstrukce
2881	1	a	Menší objem sběrného koše
2492	1	a	Bez sáčku nemá smysl vysávat
755	0	a	Skvělá cena a kvalita
2340	1	a	Při neopatrném vysypání cyklonu do koše se zvedne prach a usadí se na vnější straně cyklonu, odkud je potřeba jej setřít. Nemá baterii, potřeba hlídat kabel, ideálně jej držet v ruce. Přechod na provoz s hadicí chvilku trvá. je třeba vytáhnout rukojeť  a připojit oba konce nesené hadice. Cyklon pojme méně prachu než sáček sáčkového vysavače. Filtry je občas nutno čistit.  první je nutno omýt vodou a nechat uschnout, druhý oklepat. Při manipulaci je možné zavadit o nesené příslušenství a to pak spadne
622	0	a	Docela dlouho vydrží na baterku
2552	1	a	Baterie vydrzi asi 2 roky
2166	1	a	Nelze nabíjet samostatně ruční část, pouze ve stojanu
3363	1	a	Nesaje vůbec, koberec vůbec nebere podlahu tak nějak polovicne no nedoporucila bych to
