6496	0	a	Je tišší než konvice co jsem měla.
13712	1	a	Kapsle patří k těm dražším na trhu.
11696	1	a	Ukazatel vody špatně viditelný.
423	0	a	Svetylka se libi detem.
13337	1	a	Pro někoho to může být krátký přívodní kabel ale délka je klasická jako u jiných běžných konvic.
9064	0	a	Vyhovuje v domáctnosti, tak jak jsme si představovali.
18315	1	a	Má nepochopitelně krátkou šňůru!.
178	0	a	Vysoký výkon, vydrží téměř vše.
12411	1	a	Neni mozne nastavit idealni teplotu -18°c v mrazaku.
16606	1	a	Hodně krátký kabel od podstavce, asi jen 30 cm (kabel je asi drahý).
16661	1	a	Při přípravě kávy s mlékem (latté, machiato, cappuchino) zaneřádí celou kuchyň, hrnek je proto třeba dát přímo pod trysku.
781	0	a	Po výměně strojek o poznání lépe holí.
5932	0	a	Krásný design, tichý, výkonný, bezsáčkový.
12695	1	a	Hlavice na podlahy je dost vysoká a nevleze se pod sedačku.
7722	0	a	Jednoduchá práce s nádobou na mléko včetně jejího samočištění.
12975	1	a	Zatím jsem na nic nepřišla.
4706	0	a	Moznost volby 5ti intenzit a 3 velikosti, ktere navic jdou manualne prednastavit.
16638	1	a	Celkově mi přijde pocitově takový fórovější, ty starší byly mnohem bytelnější- úchyt na přenášení, tlačítka, otevírací nádobka i ta hmotnost.
15696	1	a	Sekací  noha  sice chromovaná, ale v plastu, minulá mixérová tyč se mi v obl. připojení k základně zlomila, náhradní nelze dokoupit.
15420	1	a	Při končící době životnosti horší hladkost vyholení.
12066	1	a	Pro mě nesplnil důležitou funkci.
3867	0	a	Výbava ve které je metlička a nádobka stačí až nad hlavu.
1964	0	a	Navíc krásně podsvětleno, při vaření je to hezký pohled.
20250	1	a	I s touhle věcí se dá pořezat.
13619	1	a	Zvýšená spotřeba kávy a mléka ;-).
3363	0	a	Zatím spokojenost, víc nemohu zatím napsat, používáno méně než 10 dní. doufám že nám vydrží déle než produkt od konkurence  :-).
12960	1	a	Mírně nižší teplota nápojů.
2312	0	a	Moznost zapnout a vypnout ci regulovat vykon ve stoje nohou.
86	0	a	Možnost vysávání tekutých nečistot.
17540	1	a	Nastavení ohřevu na určitou teplotu nefunguje.
11271	1	a	Poličky ve dveřích nemají žádnou fixaci lahví.
751	0	a	Mnoho programů k vyprání.
11142	1	a	Odejmutí přiručního vysavače je větší horor než vyplňování daňového přiznání. trvalo mi hodinu a půl, než jsem na to přišel, teď už to mám v ruce a jde to v pohodě.
6588	0	a	Vejde se do ní opravdu hodně.
14157	1	a	Trochu komplikovanejsi ovladani. nicmene pouzitim profilu se to zrychli. jejich vsak mozne udelat pouze 6.
18221	1	a	Vysavač je sice docela tichý, ale u hadice  dost syčí.zbytečně silná a těžká tyč, ráda bych si koupila i novou hadici bez ovládání sání.
11774	1	a	Horší konvice, příliš volné víčko, problém s naléváním.
11947	1	a	Úzké přihrádky - lze vyřešit odejmutím jedné skleněné police + dolního plast.šuplíku - pak vznikne větší a vzdušnější prostor.
4730	0	a	Manipulace s vysátým  smetím.
5408	0	a	Zatím spokojenost - ledničku používáme krátkou dobu.
15615	1	a	Zatím nevím, mám ho krátce.
1290	0	a	Pro většinu potřeb má dostatečné příslušenství,.
9446	0	a	Silný pomocník do domácnosti.
15865	1	a	Chtělo by zvětšit prostor pro odpadky, filtr zabere velkou část objemu, pokud se dá tkaninový filtr tak se nemůže díky stabilnímu filtru vůbec rozumně naplnit.
2236	0	a	Mleti cerstve zrnkove kavy i moznost pridat uz predemletou.
8770	0	a	Velikostí pro 2 osoby výborná.
